trial,question_index,question_text,answer_index,answer_text,pp
1,3,3. My avatar's speech just happen without my intention,3,,P11
1,4,4. I am the author of my avatar's speech,5,,P11
1,5,5. Things my avatar says are subject only to my free will,4,,P11
1,6,6. Nothing my avatar says is actually voluntary,3,,P11
1,7,7. My avatar's behavior is planned by me from the very beginning to the very end,5,,P11
1,8,8. I am completely responsible for everything that results from my avatar's speech,4,,P11
1,9,9. I would use this response as my own.,7,,P11
2,1,1. I am in control of what my avatar says,5,,P11
2,2,2. My avatar is just an instrument in the hands of somebody or something else,4,,P11
2,3,3. My avatar's speech just happen without my intention,3,,P11
2,4,4. I am the author of my avatar's speech,5,,P11
2,5,5. Things my avatar says are subject only to my free will,5,,P11
2,6,6. Nothing my avatar says is actually voluntary,5,,P11
2,7,7. My avatar's behavior is planned by me from the very beginning to the very end,5,,P11
2,8,8. I am completely responsible for everything that results from my avatar's speech,5,,P11
2,9,9. I would use this response as my own.,7,,P11
3,1,1. I am in control of what my avatar says,1,,P11
3,2,2. My avatar is just an instrument in the hands of somebody or something else,6,,P11
3,3,3. My avatar's speech just happen without my intention,6,,P11
3,4,4. I am the author of my avatar's speech,1,,P11
3,5,5. Things my avatar says are subject only to my free will,1,,P11
3,6,6. Nothing my avatar says is actually voluntary,2,,P11
3,7,7. My avatar's behavior is planned by me from the very beginning to the very end,1,,P11
3,8,8. I am completely responsible for everything that results from my avatar's speech,1,,P11
3,9,9. I would use this response as my own.,2,,P11
4,1,1. I am in control of what my avatar says,5,,P11
4,2,2. My avatar is just an instrument in the hands of somebody or something else,5,,P11
4,3,3. My avatar's speech just happen without my intention,2,,P11
4,4,4. I am the author of my avatar's speech,5,,P11
4,5,5. Things my avatar says are subject only to my free will,5,,P11
4,6,6. Nothing my avatar says is actually voluntary,4,,P11
4,7,7. My avatar's behavior is planned by me from the very beginning to the very end,5,,P11
4,8,8. I am completely responsible for everything that results from my avatar's speech,5,,P11
4,9,9. I would use this response as my own.,7,,P11
5,1,1. I am in control of what my avatar says,7,,P11
5,2,2. My avatar is just an instrument in the hands of somebody or something else,1,,P11
5,3,3. My avatar's speech just happen without my intention,1,,P11
5,4,4. I am the author of my avatar's speech,7,,P11
5,5,5. Things my avatar says are subject only to my free will,7,,P11
5,6,6. Nothing my avatar says is actually voluntary,1,,P11
5,7,7. My avatar's behavior is planned by me from the very beginning to the very end,7,,P11
5,8,8. I am completely responsible for everything that results from my avatar's speech,7,,P11
5,9,9. I would use this response as my own.,10,,P11
6,1,1. I am in control of what my avatar says,5,,P11
6,2,2. My avatar is just an instrument in the hands of somebody or something else,4,,P11
6,3,3. My avatar's speech just happen without my intention,4,,P11
6,4,4. I am the author of my avatar's speech,5,,P11
6,5,5. Things my avatar says are subject only to my free will,5,,P11
6,6,6. Nothing my avatar says is actually voluntary,4,,P11
6,7,7. My avatar's behavior is planned by me from the very beginning to the very end,5,,P11
6,8,8. I am completely responsible for everything that results from my avatar's speech,5,,P11
6,9,9. I would use this response as my own.,7,,P11
7,1,1. I am in control of what my avatar says,1,,P11
7,2,2. My avatar is just an instrument in the hands of somebody or something else,7,,P11
7,3,3. My avatar's speech just happen without my intention,7,,P11
7,4,4. I am the author of my avatar's speech,1,,P11
7,5,5. Things my avatar says are subject only to my free will,1,,P11
7,6,6. Nothing my avatar says is actually voluntary,7,,P11
7,7,7. My avatar's behavior is planned by me from the very beginning to the very end,1,,P11
7,8,8. I am completely responsible for everything that results from my avatar's speech,1,,P11
7,9,9. I would use this response as my own.,1,,P11
8,1,1. I am in control of what my avatar says,1,,P11
8,2,2. My avatar is just an instrument in the hands of somebody or something else,1,,P11
8,3,3. My avatar's speech just happen without my intention,1,,P11
8,4,4. I am the author of my avatar's speech,1,,P11
8,5,5. Things my avatar says are subject only to my free will,1,,P11
8,6,6. Nothing my avatar says is actually voluntary,1,,P11
8,7,7. My avatar's behavior is planned by me from the very beginning to the very end,1,,P11
8,8,8. I am completely responsible for everything that results from my avatar's speech,1,,P11
8,9,9. I would use this response as my own.,1,,P11
9,1,1. I am in control of what my avatar says,4,,P11
9,2,2. My avatar is just an instrument in the hands of somebody or something else,4,,P11
9,3,3. My avatar's speech just happen without my intention,4,,P11
9,4,4. I am the author of my avatar's speech,3,,P11
9,5,5. Things my avatar says are subject only to my free will,3,,P11
9,6,6. Nothing my avatar says is actually voluntary,4,,P11
9,7,7. My avatar's behavior is planned by me from the very beginning to the very end,3,,P11
9,8,8. I am completely responsible for everything that results from my avatar's speech,3,,P11
9,9,9. I would use this response as my own.,4,,P11
10,1,1. I am in control of what my avatar says,1,,P11
10,2,2. My avatar is just an instrument in the hands of somebody or something else,6,,P11
10,3,3. My avatar's speech just happen without my intention,1,,P11
10,4,4. I am the author of my avatar's speech,1,,P11
10,5,5. Things my avatar says are subject only to my free will,1,,P11
10,6,6. Nothing my avatar says is actually voluntary,2,,P11
10,7,7. My avatar's behavior is planned by me from the very beginning to the very end,1,,P11
10,8,8. I am completely responsible for everything that results from my avatar's speech,1,,P11
10,9,9. I would use this response as my own.,1,,P11
11,1,1. I am in control of what my avatar says,5,,P11
11,2,2. My avatar is just an instrument in the hands of somebody or something else,4,,P11
11,3,3. My avatar's speech just happen without my intention,2,,P11
11,4,4. I am the author of my avatar's speech,6,,P11
11,5,5. Things my avatar says are subject only to my free will,6,,P11
11,6,6. Nothing my avatar says is actually voluntary,5,,P11
11,7,7. My avatar's behavior is planned by me from the very beginning to the very end,6,,P11
11,8,8. I am completely responsible for everything that results from my avatar's speech,6,,P11
11,9,9. I would use this response as my own.,8,,P11
12,1,1. I am in control of what my avatar says,4,,P11
12,2,2. My avatar is just an instrument in the hands of somebody or something else,4,,P11
12,3,3. My avatar's speech just happen without my intention,4,,P11
12,4,4. I am the author of my avatar's speech,4,,P11
12,5,5. Things my avatar says are subject only to my free will,4,,P11
12,6,6. Nothing my avatar says is actually voluntary,4,,P11
12,7,7. My avatar's behavior is planned by me from the very beginning to the very end,4,,P11
12,8,8. I am completely responsible for everything that results from my avatar's speech,4,,P11
12,9,9. I would use this response as my own.,6,,P11
1,1,1. I am in control of what my avatar says,6,,P29
1,2,2. My avatar is just an instrument in the hands of somebody or something else,6,,P29
1,3,3. My avatar's speech just happen without my intention,3,,P29
1,4,4. I am the author of my avatar's speech,5,,P29
1,5,5. Things my avatar says are subject only to my free will,4,,P29
1,6,6. Nothing my avatar says is actually voluntary,4,,P29
1,7,7. My avatar's behavior is planned by me from the very beginning to the very end,4,,P29
1,8,8. I am completely responsible for everything that results from my avatar's speech,3,,P29
1,9,9. I would use this response as my own.,4,,P29
2,1,1. I am in control of what my avatar says,1,,P29
2,2,2. My avatar is just an instrument in the hands of somebody or something else,6,,P29
2,3,3. My avatar's speech just happen without my intention,6,,P29
2,4,4. I am the author of my avatar's speech,1,,P29
2,5,5. Things my avatar says are subject only to my free will,1,,P29
2,6,6. Nothing my avatar says is actually voluntary,2,,P29
2,7,7. My avatar's behavior is planned by me from the very beginning to the very end,2,,P29
2,8,8. I am completely responsible for everything that results from my avatar's speech,2,,P29
2,9,9. I would use this response as my own.,1,,P29
3,1,1. I am in control of what my avatar says,5,,P29
3,2,2. My avatar is just an instrument in the hands of somebody or something else,4,,P29
3,3,3. My avatar's speech just happen without my intention,4,,P29
3,4,4. I am the author of my avatar's speech,2,,P29
3,5,5. Things my avatar says are subject only to my free will,2,,P29
3,6,6. Nothing my avatar says is actually voluntary,4,,P29
3,7,7. My avatar's behavior is planned by me from the very beginning to the very end,2,,P29
3,8,8. I am completely responsible for everything that results from my avatar's speech,2,,P29
3,9,9. I would use this response as my own.,3,,P29
4,1,1. I am in control of what my avatar says,4,,P29
4,2,2. My avatar is just an instrument in the hands of somebody or something else,4,,P29
4,3,3. My avatar's speech just happen without my intention,4,,P29
4,4,4. I am the author of my avatar's speech,4,,P29
4,5,5. Things my avatar says are subject only to my free will,4,,P29
4,6,6. Nothing my avatar says is actually voluntary,3,,P29
4,7,7. My avatar's behavior is planned by me from the very beginning to the very end,3,,P29
4,8,8. I am completely responsible for everything that results from my avatar's speech,2,,P29
4,9,9. I would use this response as my own.,8,,P29
5,1,1. I am in control of what my avatar says,2,,P29
5,2,2. My avatar is just an instrument in the hands of somebody or something else,6,,P29
5,3,3. My avatar's speech just happen without my intention,5,,P29
5,4,4. I am the author of my avatar's speech,1,,P29
5,5,5. Things my avatar says are subject only to my free will,1,,P29
5,6,6. Nothing my avatar says is actually voluntary,2,,P29
5,7,7. My avatar's behavior is planned by me from the very beginning to the very end,2,,P29
5,8,8. I am completely responsible for everything that results from my avatar's speech,1,,P29
5,9,9. I would use this response as my own.,1,,P29
6,1,1. I am in control of what my avatar says,6,,P29
6,2,2. My avatar is just an instrument in the hands of somebody or something else,2,,P29
6,3,3. My avatar's speech just happen without my intention,2,,P29
6,4,4. I am the author of my avatar's speech,6,,P29
6,5,5. Things my avatar says are subject only to my free will,6,,P29
6,6,6. Nothing my avatar says is actually voluntary,2,,P29
6,7,7. My avatar's behavior is planned by me from the very beginning to the very end,6,,P29
6,8,8. I am completely responsible for everything that results from my avatar's speech,6,,P29
6,9,9. I would use this response as my own.,9,,P29
7,1,1. I am in control of what my avatar says,5,,P29
7,2,2. My avatar is just an instrument in the hands of somebody or something else,4,,P29
7,3,3. My avatar's speech just happen without my intention,4,,P29
7,4,4. I am the author of my avatar's speech,2,,P29
7,5,5. Things my avatar says are subject only to my free will,2,,P29
7,6,6. Nothing my avatar says is actually voluntary,4,,P29
7,7,7. My avatar's behavior is planned by me from the very beginning to the very end,4,,P29
7,8,8. I am completely responsible for everything that results from my avatar's speech,3,,P29
7,9,9. I would use this response as my own.,6,,P29
8,1,1. I am in control of what my avatar says,2,,P29
8,2,2. My avatar is just an instrument in the hands of somebody or something else,6,,P29
8,3,3. My avatar's speech just happen without my intention,6,,P29
8,4,4. I am the author of my avatar's speech,2,,P29
8,5,5. Things my avatar says are subject only to my free will,2,,P29
8,6,6. Nothing my avatar says is actually voluntary,6,,P29
8,7,7. My avatar's behavior is planned by me from the very beginning to the very end,1,,P29
8,8,8. I am completely responsible for everything that results from my avatar's speech,1,,P29
8,9,9. I would use this response as my own.,1,,P29
9,1,1. I am in control of what my avatar says,7,,P29
9,2,2. My avatar is just an instrument in the hands of somebody or something else,2,,P29
9,3,3. My avatar's speech just happen without my intention,1,,P29
9,4,4. I am the author of my avatar's speech,6,,P29
9,5,5. Things my avatar says are subject only to my free will,6,,P29
9,6,6. Nothing my avatar says is actually voluntary,6,,P29
9,7,7. My avatar's behavior is planned by me from the very beginning to the very end,6,,P29
9,8,8. I am completely responsible for everything that results from my avatar's speech,6,,P29
9,9,9. I would use this response as my own.,10,,P29
10,1,1. I am in control of what my avatar says,5,,P29
10,2,2. My avatar is just an instrument in the hands of somebody or something else,4,,P29
10,3,3. My avatar's speech just happen without my intention,3,,P29
10,4,4. I am the author of my avatar's speech,4,,P29
10,5,5. Things my avatar says are subject only to my free will,4,,P29
10,6,6. Nothing my avatar says is actually voluntary,4,,P29
10,7,7. My avatar's behavior is planned by me from the very beginning to the very end,4,,P29
10,8,8. I am completely responsible for everything that results from my avatar's speech,4,,P29
10,9,9. I would use this response as my own.,7,,P29
11,1,1. I am in control of what my avatar says,1,,P29
11,2,2. My avatar is just an instrument in the hands of somebody or something else,7,,P29
11,3,3. My avatar's speech just happen without my intention,7,,P29
11,4,4. I am the author of my avatar's speech,1,,P29
11,5,5. Things my avatar says are subject only to my free will,1,,P29
11,6,6. Nothing my avatar says is actually voluntary,1,,P29
11,7,7. My avatar's behavior is planned by me from the very beginning to the very end,1,,P29
11,8,8. I am completely responsible for everything that results from my avatar's speech,1,,P29
11,9,9. I would use this response as my own.,1,,P29
12,1,1. I am in control of what my avatar says,6,,P29
12,2,2. My avatar is just an instrument in the hands of somebody or something else,4,,P29
12,3,3. My avatar's speech just happen without my intention,3,,P29
12,4,4. I am the author of my avatar's speech,5,,P29
12,5,5. Things my avatar says are subject only to my free will,4,,P29
12,6,6. Nothing my avatar says is actually voluntary,4,,P29
12,7,7. My avatar's behavior is planned by me from the very beginning to the very end,4,,P29
12,8,8. I am completely responsible for everything that results from my avatar's speech,3,,P29
12,9,9. I would use this response as my own.,7,,P29
1,1,1. I am in control of what my avatar says,6,,P16
1,2,2. My avatar is just an instrument in the hands of somebody or something else,2,,P16
1,3,3. My avatar's speech just happen without my intention,2,,P16
1,4,4. I am the author of my avatar's speech,7,,P16
1,5,5. Things my avatar says are subject only to my free will,5,,P16
1,6,6. Nothing my avatar says is actually voluntary,6,,P16
1,7,7. My avatar's behavior is planned by me from the very beginning to the very end,6,,P16
1,8,8. I am completely responsible for everything that results from my avatar's speech,6,,P16
1,9,9. I would use this response as my own.,10,,P16
2,1,1. I am in control of what my avatar says,4,,P16
2,2,2. My avatar is just an instrument in the hands of somebody or something else,2,,P16
2,3,3. My avatar's speech just happen without my intention,2,,P16
2,4,4. I am the author of my avatar's speech,5,,P16
2,5,5. Things my avatar says are subject only to my free will,5,,P16
2,6,6. Nothing my avatar says is actually voluntary,6,,P16
2,7,7. My avatar's behavior is planned by me from the very beginning to the very end,4,,P16
2,8,8. I am completely responsible for everything that results from my avatar's speech,4,,P16
2,9,9. I would use this response as my own.,8,,P16
3,1,1. I am in control of what my avatar says,5,,P16
3,2,2. My avatar is just an instrument in the hands of somebody or something else,2,,P16
3,3,3. My avatar's speech just happen without my intention,2,,P16
3,4,4. I am the author of my avatar's speech,5,,P16
3,5,5. Things my avatar says are subject only to my free will,4,,P16
3,6,6. Nothing my avatar says is actually voluntary,7,,P16
3,7,7. My avatar's behavior is planned by me from the very beginning to the very end,5,,P16
3,8,8. I am completely responsible for everything that results from my avatar's speech,4,,P16
3,9,9. I would use this response as my own.,6,,P16
4,1,1. I am in control of what my avatar says,3,,P16
4,2,2. My avatar is just an instrument in the hands of somebody or something else,2,,P16
4,3,3. My avatar's speech just happen without my intention,2,,P16
4,4,4. I am the author of my avatar's speech,4,,P16
4,5,5. Things my avatar says are subject only to my free will,5,,P16
4,6,6. Nothing my avatar says is actually voluntary,6,,P16
4,7,7. My avatar's behavior is planned by me from the very beginning to the very end,6,,P16
4,8,8. I am completely responsible for everything that results from my avatar's speech,5,,P16
4,9,9. I would use this response as my own.,6,,P16
5,1,1. I am in control of what my avatar says,3,,P16
5,2,2. My avatar is just an instrument in the hands of somebody or something else,4,,P16
5,3,3. My avatar's speech just happen without my intention,3,,P16
5,4,4. I am the author of my avatar's speech,3,,P16
5,5,5. Things my avatar says are subject only to my free will,3,,P16
5,6,6. Nothing my avatar says is actually voluntary,3,,P16
5,7,7. My avatar's behavior is planned by me from the very beginning to the very end,3,,P16
5,8,8. I am completely responsible for everything that results from my avatar's speech,3,,P16
5,9,9. I would use this response as my own.,3,,P16
6,1,1. I am in control of what my avatar says,4,,P16
6,2,2. My avatar is just an instrument in the hands of somebody or something else,3,,P16
6,3,3. My avatar's speech just happen without my intention,3,,P16
6,4,4. I am the author of my avatar's speech,4,,P16
6,5,5. Things my avatar says are subject only to my free will,4,,P16
6,6,6. Nothing my avatar says is actually voluntary,5,,P16
6,7,7. My avatar's behavior is planned by me from the very beginning to the very end,5,,P16
6,8,8. I am completely responsible for everything that results from my avatar's speech,4,,P16
6,9,9. I would use this response as my own.,5,,P16
7,1,1. I am in control of what my avatar says,4,,P16
7,2,2. My avatar is just an instrument in the hands of somebody or something else,4,,P16
7,3,3. My avatar's speech just happen without my intention,4,,P16
7,4,4. I am the author of my avatar's speech,5,,P16
7,5,5. Things my avatar says are subject only to my free will,6,,P16
7,6,6. Nothing my avatar says is actually voluntary,6,,P16
7,7,7. My avatar's behavior is planned by me from the very beginning to the very end,4,,P16
7,8,8. I am completely responsible for everything that results from my avatar's speech,4,,P16
7,9,9. I would use this response as my own.,8,,P16
8,1,1. I am in control of what my avatar says,4,,P16
8,2,2. My avatar is just an instrument in the hands of somebody or something else,5,,P16
8,3,3. My avatar's speech just happen without my intention,4,,P16
8,4,4. I am the author of my avatar's speech,6,,P16
8,5,5. Things my avatar says are subject only to my free will,3,,P16
8,6,6. Nothing my avatar says is actually voluntary,5,,P16
8,7,7. My avatar's behavior is planned by me from the very beginning to the very end,5,,P16
8,8,8. I am completely responsible for everything that results from my avatar's speech,4,,P16
8,9,9. I would use this response as my own.,8,,P16
9,1,1. I am in control of what my avatar says,4,,P16
9,2,2. My avatar is just an instrument in the hands of somebody or something else,5,,P16
9,3,3. My avatar's speech just happen without my intention,4,,P16
9,4,4. I am the author of my avatar's speech,4,,P16
9,5,5. Things my avatar says are subject only to my free will,4,,P16
9,6,6. Nothing my avatar says is actually voluntary,5,,P16
9,7,7. My avatar's behavior is planned by me from the very beginning to the very end,4,,P16
9,8,8. I am completely responsible for everything that results from my avatar's speech,2,,P16
9,9,9. I would use this response as my own.,3,,P16
10,1,1. I am in control of what my avatar says,4,,P16
10,2,2. My avatar is just an instrument in the hands of somebody or something else,5,,P16
10,3,3. My avatar's speech just happen without my intention,5,,P16
10,4,4. I am the author of my avatar's speech,3,,P16
10,5,5. Things my avatar says are subject only to my free will,5,,P16
10,6,6. Nothing my avatar says is actually voluntary,5,,P16
10,7,7. My avatar's behavior is planned by me from the very beginning to the very end,5,,P16
10,8,8. I am completely responsible for everything that results from my avatar's speech,2,,P16
10,9,9. I would use this response as my own.,3,,P16
11,1,1. I am in control of what my avatar says,2,,P16
11,2,2. My avatar is just an instrument in the hands of somebody or something else,3,,P16
11,3,3. My avatar's speech just happen without my intention,7,,P16
11,4,4. I am the author of my avatar's speech,2,,P16
11,5,5. Things my avatar says are subject only to my free will,2,,P16
11,6,6. Nothing my avatar says is actually voluntary,3,,P16
11,7,7. My avatar's behavior is planned by me from the very beginning to the very end,2,,P16
11,8,8. I am completely responsible for everything that results from my avatar's speech,3,,P16
11,9,9. I would use this response as my own.,2,,P16
12,1,1. I am in control of what my avatar says,1,,P16
12,2,2. My avatar is just an instrument in the hands of somebody or something else,3,,P16
12,3,3. My avatar's speech just happen without my intention,7,,P16
12,4,4. I am the author of my avatar's speech,1,,P16
12,5,5. Things my avatar says are subject only to my free will,2,,P16
12,6,6. Nothing my avatar says is actually voluntary,2,,P16
12,7,7. My avatar's behavior is planned by me from the very beginning to the very end,1,,P16
12,8,8. I am completely responsible for everything that results from my avatar's speech,1,,P16
12,9,9. I would use this response as my own.,1,,P16
1,1,1. I am in control of what my avatar says,3,,P18
1,2,2. My avatar is just an instrument in the hands of somebody or something else,5,,P18
1,3,3. My avatar's speech just happen without my intention,5,,P18
1,4,4. I am the author of my avatar's speech,1,,P18
1,5,5. Things my avatar says are subject only to my free will,3,,P18
1,6,6. Nothing my avatar says is actually voluntary,3,,P18
1,7,7. My avatar's behavior is planned by me from the very beginning to the very end,3,,P18
1,8,8. I am completely responsible for everything that results from my avatar's speech,5,,P18
1,9,9. I would use this response as my own.,7,,P18
2,1,1. I am in control of what my avatar says,5,,P18
2,2,2. My avatar is just an instrument in the hands of somebody or something else,5,,P18
2,3,3. My avatar's speech just happen without my intention,6,,P18
2,4,4. I am the author of my avatar's speech,5,,P18
2,5,5. Things my avatar says are subject only to my free will,3,,P18
2,6,6. Nothing my avatar says is actually voluntary,2,,P18
2,7,7. My avatar's behavior is planned by me from the very beginning to the very end,1,,P18
2,8,8. I am completely responsible for everything that results from my avatar's speech,5,,P18
2,9,9. I would use this response as my own.,6,,P18
3,1,1. I am in control of what my avatar says,1,,P18
3,2,2. My avatar is just an instrument in the hands of somebody or something else,7,,P18
3,3,3. My avatar's speech just happen without my intention,7,,P18
3,4,4. I am the author of my avatar's speech,1,,P18
3,5,5. Things my avatar says are subject only to my free will,1,,P18
3,6,6. Nothing my avatar says is actually voluntary,6,,P18
3,7,7. My avatar's behavior is planned by me from the very beginning to the very end,1,,P18
3,8,8. I am completely responsible for everything that results from my avatar's speech,1,,P18
3,9,9. I would use this response as my own.,2,,P18
4,1,1. I am in control of what my avatar says,1,,P18
4,2,2. My avatar is just an instrument in the hands of somebody or something else,7,,P18
4,3,3. My avatar's speech just happen without my intention,7,,P18
4,4,4. I am the author of my avatar's speech,1,,P18
4,5,5. Things my avatar says are subject only to my free will,1,,P18
4,6,6. Nothing my avatar says is actually voluntary,2,,P18
4,7,7. My avatar's behavior is planned by me from the very beginning to the very end,1,,P18
4,8,8. I am completely responsible for everything that results from my avatar's speech,1,,P18
4,9,9. I would use this response as my own.,2,,P18
5,1,1. I am in control of what my avatar says,5,,P18
5,2,2. My avatar is just an instrument in the hands of somebody or something else,5,,P18
5,3,3. My avatar's speech just happen without my intention,7,,P18
5,4,4. I am the author of my avatar's speech,5,,P18
5,5,5. Things my avatar says are subject only to my free will,5,,P18
5,6,6. Nothing my avatar says is actually voluntary,4,,P18
5,7,7. My avatar's behavior is planned by me from the very beginning to the very end,4,,P18
5,8,8. I am completely responsible for everything that results from my avatar's speech,5,,P18
5,9,9. I would use this response as my own.,7,,P18
6,1,1. I am in control of what my avatar says,1,,P18
6,2,2. My avatar is just an instrument in the hands of somebody or something else,7,,P18
6,3,3. My avatar's speech just happen without my intention,7,,P18
6,4,4. I am the author of my avatar's speech,1,,P18
6,5,5. Things my avatar says are subject only to my free will,1,,P18
6,6,6. Nothing my avatar says is actually voluntary,7,,P18
6,7,7. My avatar's behavior is planned by me from the very beginning to the very end,1,,P18
6,8,8. I am completely responsible for everything that results from my avatar's speech,1,,P18
6,9,9. I would use this response as my own.,1,,P18
7,1,1. I am in control of what my avatar says,2,,P18
7,2,2. My avatar is just an instrument in the hands of somebody or something else,3,,P18
7,3,3. My avatar's speech just happen without my intention,3,,P18
7,4,4. I am the author of my avatar's speech,3,,P18
7,5,5. Things my avatar says are subject only to my free will,3,,P18
7,6,6. Nothing my avatar says is actually voluntary,5,,P18
7,7,7. My avatar's behavior is planned by me from the very beginning to the very end,2,,P18
7,8,8. I am completely responsible for everything that results from my avatar's speech,3,,P18
7,9,9. I would use this response as my own.,4,,P18
8,1,1. I am in control of what my avatar says,3,,P18
8,2,2. My avatar is just an instrument in the hands of somebody or something else,2,,P18
8,3,3. My avatar's speech just happen without my intention,3,,P18
8,4,4. I am the author of my avatar's speech,7,,P18
8,5,5. Things my avatar says are subject only to my free will,6,,P18
8,6,6. Nothing my avatar says is actually voluntary,3,,P18
8,7,7. My avatar's behavior is planned by me from the very beginning to the very end,2,,P18
8,8,8. I am completely responsible for everything that results from my avatar's speech,6,,P18
8,9,9. I would use this response as my own.,8,,P18
9,1,1. I am in control of what my avatar says,5,,P18
9,2,2. My avatar is just an instrument in the hands of somebody or something else,3,,P18
9,3,3. My avatar's speech just happen without my intention,5,,P18
9,4,4. I am the author of my avatar's speech,5,,P18
9,5,5. Things my avatar says are subject only to my free will,5,,P18
9,6,6. Nothing my avatar says is actually voluntary,2,,P18
9,7,7. My avatar's behavior is planned by me from the very beginning to the very end,2,,P18
9,8,8. I am completely responsible for everything that results from my avatar's speech,5,,P18
9,9,9. I would use this response as my own.,6,,P18
10,1,1. I am in control of what my avatar says,1,,P18
10,2,2. My avatar is just an instrument in the hands of somebody or something else,5,,P18
10,3,3. My avatar's speech just happen without my intention,7,,P18
10,4,4. I am the author of my avatar's speech,1,,P18
10,5,5. Things my avatar says are subject only to my free will,1,,P18
10,6,6. Nothing my avatar says is actually voluntary,5,,P18
10,7,7. My avatar's behavior is planned by me from the very beginning to the very end,3,,P18
10,8,8. I am completely responsible for everything that results from my avatar's speech,2,,P18
10,9,9. I would use this response as my own.,3,,P18
11,1,1. I am in control of what my avatar says,5,,P18
11,2,2. My avatar is just an instrument in the hands of somebody or something else,3,,P18
11,3,3. My avatar's speech just happen without my intention,3,,P18
11,4,4. I am the author of my avatar's speech,6,,P18
11,5,5. Things my avatar says are subject only to my free will,5,,P18
11,6,6. Nothing my avatar says is actually voluntary,2,,P18
11,7,7. My avatar's behavior is planned by me from the very beginning to the very end,5,,P18
11,8,8. I am completely responsible for everything that results from my avatar's speech,6,,P18
11,9,9. I would use this response as my own.,8,,P18
12,1,1. I am in control of what my avatar says,7,,P18
12,2,2. My avatar is just an instrument in the hands of somebody or something else,2,,P18
12,3,3. My avatar's speech just happen without my intention,3,,P18
12,4,4. I am the author of my avatar's speech,6,,P18
12,5,5. Things my avatar says are subject only to my free will,6,,P18
12,6,6. Nothing my avatar says is actually voluntary,1,,P18
12,7,7. My avatar's behavior is planned by me from the very beginning to the very end,3,,P18
12,8,8. I am completely responsible for everything that results from my avatar's speech,7,,P18
12,9,9. I would use this response as my own.,9,,P18
1,1,1. I am in control of what my avatar says,2,,P27
1,2,2. My avatar is just an instrument in the hands of somebody or something else,6,,P27
1,3,3. My avatar's speech just happen without my intention,1,,P27
1,4,4. I am the author of my avatar's speech,5,,P27
1,5,5. Things my avatar says are subject only to my free will,2,,P27
1,6,6. Nothing my avatar says is actually voluntary,1,,P27
1,7,7. My avatar's behavior is planned by me from the very beginning to the very end,2,,P27
1,8,8. I am completely responsible for everything that results from my avatar's speech,1,,P27
1,9,9. I would use this response as my own.,5,,P27
2,1,1. I am in control of what my avatar says,6,,P27
2,2,2. My avatar is just an instrument in the hands of somebody or something else,3,,P27
2,3,3. My avatar's speech just happen without my intention,1,,P27
2,4,4. I am the author of my avatar's speech,6,,P27
2,5,5. Things my avatar says are subject only to my free will,5,,P27
2,6,6. Nothing my avatar says is actually voluntary,2,,P27
2,7,7. My avatar's behavior is planned by me from the very beginning to the very end,3,,P27
2,8,8. I am completely responsible for everything that results from my avatar's speech,5,,P27
2,9,9. I would use this response as my own.,6,,P27
3,1,1. I am in control of what my avatar says,1,,P27
3,2,2. My avatar is just an instrument in the hands of somebody or something else,2,,P27
3,3,3. My avatar's speech just happen without my intention,7,,P27
3,4,4. I am the author of my avatar's speech,1,,P27
3,5,5. Things my avatar says are subject only to my free will,1,,P27
3,6,6. Nothing my avatar says is actually voluntary,6,,P27
3,7,7. My avatar's behavior is planned by me from the very beginning to the very end,2,,P27
3,8,8. I am completely responsible for everything that results from my avatar's speech,1,,P27
3,9,9. I would use this response as my own.,2,,P27
4,1,1. I am in control of what my avatar says,3,,P27
4,2,2. My avatar is just an instrument in the hands of somebody or something else,5,,P27
4,3,3. My avatar's speech just happen without my intention,5,,P27
4,4,4. I am the author of my avatar's speech,5,,P27
4,5,5. Things my avatar says are subject only to my free will,3,,P27
4,6,6. Nothing my avatar says is actually voluntary,6,,P27
4,7,7. My avatar's behavior is planned by me from the very beginning to the very end,3,,P27
4,8,8. I am completely responsible for everything that results from my avatar's speech,4,,P27
4,9,9. I would use this response as my own.,5,,P27
5,1,1. I am in control of what my avatar says,5,,P27
5,2,2. My avatar is just an instrument in the hands of somebody or something else,6,,P27
5,3,3. My avatar's speech just happen without my intention,2,,P27
5,4,4. I am the author of my avatar's speech,5,,P27
5,5,5. Things my avatar says are subject only to my free will,4,,P27
5,6,6. Nothing my avatar says is actually voluntary,6,,P27
5,7,7. My avatar's behavior is planned by me from the very beginning to the very end,4,,P27
5,8,8. I am completely responsible for everything that results from my avatar's speech,4,,P27
5,9,9. I would use this response as my own.,7,,P27
6,1,1. I am in control of what my avatar says,1,,P27
6,2,2. My avatar is just an instrument in the hands of somebody or something else,7,,P27
6,3,3. My avatar's speech just happen without my intention,7,,P27
6,4,4. I am the author of my avatar's speech,1,,P27
6,5,5. Things my avatar says are subject only to my free will,1,,P27
6,6,6. Nothing my avatar says is actually voluntary,1,,P27
6,7,7. My avatar's behavior is planned by me from the very beginning to the very end,1,,P27
6,8,8. I am completely responsible for everything that results from my avatar's speech,1,,P27
6,9,9. I would use this response as my own.,1,,P27
7,1,1. I am in control of what my avatar says,5,,P27
7,2,2. My avatar is just an instrument in the hands of somebody or something else,5,,P27
7,3,3. My avatar's speech just happen without my intention,4,,P27
