trial,question_index,question_text,answer_index,answer_text,pp,condition,voice_id,scene_id
4,4,4. I am the author of my avatar's speech,5,,P11,enhance,clone,5
4,5,5. Things my avatar says are subject only to my free will,5,,P11,enhance,clone,5
4,6,6. Nothing my avatar says is actually voluntary,4,,P11,enhance,clone,5
4,7,7. My avatar's behavior is planned by me from the very beginning to the very end,5,,P11,enhance,clone,5
4,8,8. I am completely responsible for everything that results from my avatar's speech,5,,P11,enhance,clone,5
4,9,9. I would use this response as my own.,7,,P11,enhance,clone,5
5,1,1. I am in control of what my avatar says,7,,P11,repeat,clone,7
5,2,2. My avatar is just an instrument in the hands of somebody or something else,1,,P11,repeat,clone,7
5,3,3. My avatar's speech just happen without my intention,1,,P11,repeat,clone,7
5,4,4. I am the author of my avatar's speech,7,,P11,repeat,clone,7
5,5,5. Things my avatar says are subject only to my free will,7,,P11,repeat,clone,7
5,6,6. Nothing my avatar says is actually voluntary,1,,P11,repeat,clone,7
5,7,7. My avatar's behavior is planned by me from the very beginning to the very end,7,,P11,repeat,clone,7
5,8,8. I am completely responsible for everything that results from my avatar's speech,7,,P11,repeat,clone,7
5,9,9. I would use this response as my own.,10,,P11,repeat,clone,7
6,1,1. I am in control of what my avatar says,5,,P11,counter,clone,9
6,2,2. My avatar is just an instrument in the hands of somebody or something else,4,,P11,counter,clone,9
6,3,3. My avatar's speech just happen without my intention,4,,P11,counter,clone,9
6,4,4. I am the author of my avatar's speech,5,,P11,counter,clone,9
6,5,5. Things my avatar says are subject only to my free will,5,,P11,counter,clone,9
6,6,6. Nothing my avatar says is actually voluntary,4,,P11,counter,clone,9
6,7,7. My avatar's behavior is planned by me from the very beginning to the very end,5,,P11,counter,clone,9
6,8,8. I am completely responsible for everything that results from my avatar's speech,5,,P11,counter,clone,9
6,9,9. I would use this response as my own.,7,,P11,counter,clone,9
7,1,1. I am in control of what my avatar says,1,,P11,counter,robotic,12
7,2,2. My avatar is just an instrument in the hands of somebody or something else,7,,P11,counter,robotic,12
7,3,3. My avatar's speech just happen without my intention,7,,P11,counter,robotic,12
7,4,4. I am the author of my avatar's speech,1,,P11,counter,robotic,12
7,5,5. Things my avatar says are subject only to my free will,1,,P11,counter,robotic,12
7,6,6. Nothing my avatar says is actually voluntary,7,,P11,counter,robotic,12
7,7,7. My avatar's behavior is planned by me from the very beginning to the very end,1,,P11,counter,robotic,12
7,8,8. I am completely responsible for everything that results from my avatar's speech,1,,P11,counter,robotic,12
7,9,9. I would use this response as my own.,1,,P11,counter,robotic,12
9,1,1. I am in control of what my avatar says,4,,P11,enhance,robotic,4
9,2,2. My avatar is just an instrument in the hands of somebody or something else,4,,P11,enhance,robotic,4
9,3,3. My avatar's speech just happen without my intention,4,,P11,enhance,robotic,4
9,4,4. I am the author of my avatar's speech,3,,P11,enhance,robotic,4
9,5,5. Things my avatar says are subject only to my free will,3,,P11,enhance,robotic,4
9,6,6. Nothing my avatar says is actually voluntary,4,,P11,enhance,robotic,4
9,7,7. My avatar's behavior is planned by me from the very beginning to the very end,3,,P11,enhance,robotic,4
9,8,8. I am completely responsible for everything that results from my avatar's speech,3,,P11,enhance,robotic,4
9,9,9. I would use this response as my own.,4,,P11,enhance,robotic,4
10,1,1. I am in control of what my avatar says,1,,P11,counter,robotic,6
10,2,2. My avatar is just an instrument in the hands of somebody or something else,6,,P11,counter,robotic,6
10,3,3. My avatar's speech just happen without my intention,1,,P11,counter,robotic,6
10,4,4. I am the author of my avatar's speech,1,,P11,counter,robotic,6
10,5,5. Things my avatar says are subject only to my free will,1,,P11,counter,robotic,6
10,6,6. Nothing my avatar says is actually voluntary,2,,P11,counter,robotic,6
10,7,7. My avatar's behavior is planned by me from the very beginning to the very end,1,,P11,counter,robotic,6
10,8,8. I am completely responsible for everything that results from my avatar's speech,1,,P11,counter,robotic,6
10,9,9. I would use this response as my own.,1,,P11,counter,robotic,6
11,1,1. I am in control of what my avatar says,5,,P11,repeat,robotic,8
11,2,2. My avatar is just an instrument in the hands of somebody or something else,4,,P11,repeat,robotic,8
11,3,3. My avatar's speech just happen without my intention,2,,P11,repeat,robotic,8
11,4,4. I am the author of my avatar's speech,6,,P11,repeat,robotic,8
11,5,5. Things my avatar says are subject only to my free will,6,,P11,repeat,robotic,8
11,6,6. Nothing my avatar says is actually voluntary,5,,P11,repeat,robotic,8
11,7,7. My avatar's behavior is planned by me from the very beginning to the very end,6,,P11,repeat,robotic,8
11,8,8. I am completely responsible for everything that results from my avatar's speech,6,,P11,repeat,robotic,8
11,9,9. I would use this response as my own.,8,,P11,repeat,robotic,8
1,1,1. I am in control of what my avatar says,6,,P29,repeat,clone,3
1,2,2. My avatar is just an instrument in the hands of somebody or something else,6,,P29,repeat,clone,3
1,3,3. My avatar's speech just happen without my intention,3,,P29,repeat,clone,3
1,4,4. I am the author of my avatar's speech,5,,P29,repeat,clone,3
1,5,5. Things my avatar says are subject only to my free will,4,,P29,repeat,clone,3
1,6,6. Nothing my avatar says is actually voluntary,4,,P29,repeat,clone,3
1,7,7. My avatar's behavior is planned by me from the very beginning to the very end,4,,P29,repeat,clone,3
1,8,8. I am completely responsible for everything that results from my avatar's speech,3,,P29,repeat,clone,3
1,9,9. I would use this response as my own.,4,,P29,repeat,clone,3
2,1,1. I am in control of what my avatar says,1,,P29,counter,clone,5
2,2,2. My avatar is just an instrument in the hands of somebody or something else,6,,P29,counter,clone,5
2,3,3. My avatar's speech just happen without my intention,6,,P29,counter,clone,5
2,4,4. I am the author of my avatar's speech,1,,P29,counter,clone,5
2,5,5. Things my avatar says are subject only to my free will,1,,P29,counter,clone,5
2,6,6. Nothing my avatar says is actually voluntary,2,,P29,counter,clone,5
2,7,7. My avatar's behavior is planned by me from the very beginning to the very end,2,,P29,counter,clone,5
2,8,8. I am completely responsible for everything that results from my avatar's speech,2,,P29,counter,clone,5
2,9,9. I would use this response as my own.,1,,P29,counter,clone,5
3,1,1. I am in control of what my avatar says,5,,P29,enhance,clone,7
3,2,2. My avatar is just an instrument in the hands of somebody or something else,4,,P29,enhance,clone,7
3,3,3. My avatar's speech just happen without my intention,4,,P29,enhance,clone,7
3,4,4. I am the author of my avatar's speech,2,,P29,enhance,clone,7
3,5,5. Things my avatar says are subject only to my free will,2,,P29,enhance,clone,7
3,6,6. Nothing my avatar says is actually voluntary,4,,P29,enhance,clone,7
3,7,7. My avatar's behavior is planned by me from the very beginning to the very end,2,,P29,enhance,clone,7
3,8,8. I am completely responsible for everything that results from my avatar's speech,2,,P29,enhance,clone,7
3,9,9. I would use this response as my own.,3,,P29,enhance,clone,7
4,1,1. I am in control of what my avatar says,4,,P29,enhance,robotic,10
4,2,2. My avatar is just an instrument in the hands of somebody or something else,4,,P29,enhance,robotic,10
4,3,3. My avatar's speech just happen without my intention,4,,P29,enhance,robotic,10
4,4,4. I am the author of my avatar's speech,4,,P29,enhance,robotic,10
4,5,5. Things my avatar says are subject only to my free will,4,,P29,enhance,robotic,10
4,6,6. Nothing my avatar says is actually voluntary,3,,P29,enhance,robotic,10
4,7,7. My avatar's behavior is planned by me from the very beginning to the very end,3,,P29,enhance,robotic,10
4,8,8. I am completely responsible for everything that results from my avatar's speech,2,,P29,enhance,robotic,10
4,9,9. I would use this response as my own.,8,,P29,enhance,robotic,10
5,1,1. I am in control of what my avatar says,2,,P29,counter,robotic,12
5,2,2. My avatar is just an instrument in the hands of somebody or something else,6,,P29,counter,robotic,12
5,3,3. My avatar's speech just happen without my intention,5,,P29,counter,robotic,12
5,4,4. I am the author of my avatar's speech,1,,P29,counter,robotic,12
5,5,5. Things my avatar says are subject only to my free will,1,,P29,counter,robotic,12
5,6,6. Nothing my avatar says is actually voluntary,2,,P29,counter,robotic,12
5,7,7. My avatar's behavior is planned by me from the very beginning to the very end,2,,P29,counter,robotic,12
5,8,8. I am completely responsible for everything that results from my avatar's speech,1,,P29,counter,robotic,12
5,9,9. I would use this response as my own.,1,,P29,counter,robotic,12
6,1,1. I am in control of what my avatar says,6,,P29,repeat,robotic,2
6,2,2. My avatar is just an instrument in the hands of somebody or something else,2,,P29,repeat,robotic,2
6,3,3. My avatar's speech just happen without my intention,2,,P29,repeat,robotic,2
6,4,4. I am the author of my avatar's speech,6,,P29,repeat,robotic,2
6,5,5. Things my avatar says are subject only to my free will,6,,P29,repeat,robotic,2
6,6,6. Nothing my avatar says is actually voluntary,2,,P29,repeat,robotic,2
6,7,7. My avatar's behavior is planned by me from the very beginning to the very end,6,,P29,repeat,robotic,2
6,8,8. I am completely responsible for everything that results from my avatar's speech,6,,P29,repeat,robotic,2
6,9,9. I would use this response as my own.,9,,P29,repeat,robotic,2
7,1,1. I am in control of what my avatar says,5,,P29,enhance,robotic,4
7,2,2. My avatar is just an instrument in the hands of somebody or something else,4,,P29,enhance,robotic,4
7,3,3. My avatar's speech just happen without my intention,4,,P29,enhance,robotic,4
7,4,4. I am the author of my avatar's speech,2,,P29,enhance,robotic,4
7,5,5. Things my avatar says are subject only to my free will,2,,P29,enhance,robotic,4
7,6,6. Nothing my avatar says is actually voluntary,4,,P29,enhance,robotic,4
7,7,7. My avatar's behavior is planned by me from the very beginning to the very end,4,,P29,enhance,robotic,4
7,8,8. I am completely responsible for everything that results from my avatar's speech,3,,P29,enhance,robotic,4
7,9,9. I would use this response as my own.,6,,P29,enhance,robotic,4
8,1,1. I am in control of what my avatar says,2,,P29,counter,robotic,6
8,2,2. My avatar is just an instrument in the hands of somebody or something else,6,,P29,counter,robotic,6
8,3,3. My avatar's speech just happen without my intention,6,,P29,counter,robotic,6
8,4,4. I am the author of my avatar's speech,2,,P29,counter,robotic,6
8,5,5. Things my avatar says are subject only to my free will,2,,P29,counter,robotic,6
8,6,6. Nothing my avatar says is actually voluntary,6,,P29,counter,robotic,6
8,7,7. My avatar's behavior is planned by me from the very beginning to the very end,1,,P29,counter,robotic,6
8,8,8. I am completely responsible for everything that results from my avatar's speech,1,,P29,counter,robotic,6
8,9,9. I would use this response as my own.,1,,P29,counter,robotic,6
9,1,1. I am in control of what my avatar says,7,,P29,repeat,robotic,8
9,2,2. My avatar is just an instrument in the hands of somebody or something else,2,,P29,repeat,robotic,8
9,3,3. My avatar's speech just happen without my intention,1,,P29,repeat,robotic,8
9,4,4. I am the author of my avatar's speech,6,,P29,repeat,robotic,8
9,5,5. Things my avatar says are subject only to my free will,6,,P29,repeat,robotic,8
9,6,6. Nothing my avatar says is actually voluntary,6,,P29,repeat,robotic,8
9,7,7. My avatar's behavior is planned by me from the very beginning to the very end,6,,P29,repeat,robotic,8
9,8,8. I am completely responsible for everything that results from my avatar's speech,6,,P29,repeat,robotic,8
9,9,9. I would use this response as my own.,10,,P29,repeat,robotic,8
10,1,1. I am in control of what my avatar says,5,,P29,repeat,clone,9
10,2,2. My avatar is just an instrument in the hands of somebody or something else,4,,P29,repeat,clone,9
10,3,3. My avatar's speech just happen without my intention,3,,P29,repeat,clone,9
10,4,4. I am the author of my avatar's speech,4,,P29,repeat,clone,9
10,5,5. Things my avatar says are subject only to my free will,4,,P29,repeat,clone,9
10,6,6. Nothing my avatar says is actually voluntary,4,,P29,repeat,clone,9
10,7,7. My avatar's behavior is planned by me from the very beginning to the very end,4,,P29,repeat,clone,9
10,8,8. I am completely responsible for everything that results from my avatar's speech,4,,P29,repeat,clone,9
10,9,9. I would use this response as my own.,7,,P29,repeat,clone,9
11,1,1. I am in control of what my avatar says,1,,P29,counter,clone,11
11,2,2. My avatar is just an instrument in the hands of somebody or something else,7,,P29,counter,clone,11
11,3,3. My avatar's speech just happen without my intention,7,,P29,counter,clone,11
11,4,4. I am the author of my avatar's speech,1,,P29,counter,clone,11
11,5,5. Things my avatar says are subject only to my free will,1,,P29,counter,clone,11
11,6,6. Nothing my avatar says is actually voluntary,1,,P29,counter,clone,11
11,7,7. My avatar's behavior is planned by me from the very beginning to the very end,1,,P29,counter,clone,11
11,8,8. I am completely responsible for everything that results from my avatar's speech,1,,P29,counter,clone,11
11,9,9. I would use this response as my own.,1,,P29,counter,clone,11
12,1,1. I am in control of what my avatar says,6,,P29,enhance,clone,1
12,2,2. My avatar is just an instrument in the hands of somebody or something else,4,,P29,enhance,clone,1
12,3,3. My avatar's speech just happen without my intention,3,,P29,enhance,clone,1
12,4,4. I am the author of my avatar's speech,5,,P29,enhance,clone,1
12,5,5. Things my avatar says are subject only to my free will,4,,P29,enhance,clone,1
12,6,6. Nothing my avatar says is actually voluntary,4,,P29,enhance,clone,1
12,7,7. My avatar's behavior is planned by me from the very beginning to the very end,4,,P29,enhance,clone,1
12,8,8. I am completely responsible for everything that results from my avatar's speech,3,,P29,enhance,clone,1
12,9,9. I would use this response as my own.,7,,P29,enhance,clone,1
1,1,1. I am in control of what my avatar says,6,,P16,repeat,robotic,4
1,2,2. My avatar is just an instrument in the hands of somebody or something else,2,,P16,repeat,robotic,4
1,3,3. My avatar's speech just happen without my intention,2,,P16,repeat,robotic,4
1,4,4. I am the author of my avatar's speech,7,,P16,repeat,robotic,4
1,5,5. Things my avatar says are subject only to my free will,5,,P16,repeat,robotic,4
1,6,6. Nothing my avatar says is actually voluntary,6,,P16,repeat,robotic,4
1,7,7. My avatar's behavior is planned by me from the very beginning to the very end,6,,P16,repeat,robotic,4
1,8,8. I am completely responsible for everything that results from my avatar's speech,6,,P16,repeat,robotic,4
1,9,9. I would use this response as my own.,10,,P16,repeat,robotic,4
2,1,1. I am in control of what my avatar says,4,,P16,counter,robotic,6
2,2,2. My avatar is just an instrument in the hands of somebody or something else,2,,P16,counter,robotic,6
2,3,3. My avatar's speech just happen without my intention,2,,P16,counter,robotic,6
2,4,4. I am the author of my avatar's speech,5,,P16,counter,robotic,6
2,5,5. Things my avatar says are subject only to my free will,5,,P16,counter,robotic,6
2,6,6. Nothing my avatar says is actually voluntary,6,,P16,counter,robotic,6
2,7,7. My avatar's behavior is planned by me from the very beginning to the very end,4,,P16,counter,robotic,6
2,8,8. I am completely responsible for everything that results from my avatar's speech,4,,P16,counter,robotic,6
2,9,9. I would use this response as my own.,8,,P16,counter,robotic,6
3,1,1. I am in control of what my avatar says,5,,P16,enhance,robotic,8
3,2,2. My avatar is just an instrument in the hands of somebody or something else,2,,P16,enhance,robotic,8
3,3,3. My avatar's speech just happen without my intention,2,,P16,enhance,robotic,8
3,4,4. I am the author of my avatar's speech,5,,P16,enhance,robotic,8
3,5,5. Things my avatar says are subject only to my free will,4,,P16,enhance,robotic,8
3,6,6. Nothing my avatar says is actually voluntary,7,,P16,enhance,robotic,8
3,7,7. My avatar's behavior is planned by me from the very beginning to the very end,5,,P16,enhance,robotic,8
3,8,8. I am completely responsible for everything that results from my avatar's speech,4,,P16,enhance,robotic,8
3,9,9. I would use this response as my own.,6,,P16,enhance,robotic,8
4,1,1. I am in control of what my avatar says,3,,P16,repeat,robotic,10
4,2,2. My avatar is just an instrument in the hands of somebody or something else,2,,P16,repeat,robotic,10
4,3,3. My avatar's speech just happen without my intention,2,,P16,repeat,robotic,10
4,4,4. I am the author of my avatar's speech,4,,P16,repeat,robotic,10
4,5,5. Things my avatar says are subject only to my free will,5,,P16,repeat,robotic,10
4,6,6. Nothing my avatar says is actually voluntary,6,,P16,repeat,robotic,10
4,7,7. My avatar's behavior is planned by me from the very beginning to the very end,6,,P16,repeat,robotic,10
4,8,8. I am completely responsible for everything that results from my avatar's speech,5,,P16,repeat,robotic,10
4,9,9. I would use this response as my own.,6,,P16,repeat,robotic,10
5,1,1. I am in control of what my avatar says,3,,P16,counter,robotic,12
5,2,2. My avatar is just an instrument in the hands of somebody or something else,4,,P16,counter,robotic,12
5,3,3. My avatar's speech just happen without my intention,3,,P16,counter,robotic,12
5,4,4. I am the author of my avatar's speech,3,,P16,counter,robotic,12
5,5,5. Things my avatar says are subject only to my free will,3,,P16,counter,robotic,12
5,6,6. Nothing my avatar says is actually voluntary,3,,P16,counter,robotic,12
5,7,7. My avatar's behavior is planned by me from the very beginning to the very end,3,,P16,counter,robotic,12
5,8,8. I am completely responsible for everything that results from my avatar's speech,3,,P16,counter,robotic,12
5,9,9. I would use this response as my own.,3,,P16,counter,robotic,12
6,1,1. I am in control of what my avatar says,4,,P16,enhance,robotic,2
6,2,2. My avatar is just an instrument in the hands of somebody or something else,3,,P16,enhance,robotic,2
6,3,3. My avatar's speech just happen without my intention,3,,P16,enhance,robotic,2
6,4,4. I am the author of my avatar's speech,4,,P16,enhance,robotic,2
6,5,5. Things my avatar says are subject only to my free will,4,,P16,enhance,robotic,2
6,6,6. Nothing my avatar says is actually voluntary,5,,P16,enhance,robotic,2
6,7,7. My avatar's behavior is planned by me from the very beginning to the very end,5,,P16,enhance,robotic,2
6,8,8. I am completely responsible for everything that results from my avatar's speech,4,,P16,enhance,robotic,2
6,9,9. I would use this response as my own.,5,,P16,enhance,robotic,2
7,1,1. I am in control of what my avatar says,4,,P16,enhance,clone,3
7,2,2. My avatar is just an instrument in the hands of somebody or something else,4,,P16,enhance,clone,3
7,3,3. My avatar's speech just happen without my intention,4,,P16,enhance,clone,3
7,4,4. I am the author of my avatar's speech,5,,P16,enhance,clone,3
7,5,5. Things my avatar says are subject only to my free will,6,,P16,enhance,clone,3
7,6,6. Nothing my avatar says is actually voluntary,6,,P16,enhance,clone,3
7,7,7. My avatar's behavior is planned by me from the very beginning to the very end,4,,P16,enhance,clone,3
7,8,8. I am completely responsible for everything that results from my avatar's speech,4,,P16,enhance,clone,3
7,9,9. I would use this response as my own.,8,,P16,enhance,clone,3
8,1,1. I am in control of what my avatar says,4,,P16,counter,clone,5
8,2,2. My avatar is just an instrument in the hands of somebody or something else,5,,P16,counter,clone,5
8,3,3. My avatar's speech just happen without my intention,4,,P16,counter,clone,5
8,4,4. I am the author of my avatar's speech,6,,P16,counter,clone,5
8,5,5. Things my avatar says are subject only to my free will,3,,P16,counter,clone,5
8,6,6. Nothing my avatar says is actually voluntary,5,,P16,counter,clone,5
8,7,7. My avatar's behavior is planned by me from the very beginning to the very end,5,,P16,counter,clone,5
8,8,8. I am completely responsible for everything that results from my avatar's speech,4,,P16,counter,clone,5
8,9,9. I would use this response as my own.,8,,P16,counter,clone,5
9,1,1. I am in control of what my avatar says,4,,P16,repeat,clone,7
9,2,2. My avatar is just an instrument in the hands of somebody or something else,5,,P16,repeat,clone,7
9,3,3. My avatar's speech just happen without my intention,4,,P16,repeat,clone,7
9,4,4. I am the author of my avatar's speech,4,,P16,repeat,clone,7
9,5,5. Things my avatar says are subject only to my free will,4,,P16,repeat,clone,7
9,6,6. Nothing my avatar says is actually voluntary,5,,P16,repeat,clone,7
9,7,7. My avatar's behavior is planned by me from the very beginning to the very end,4,,P16,repeat,clone,7
9,8,8. I am completely responsible for everything that results from my avatar's speech,2,,P16,repeat,clone,7
9,9,9. I would use this response as my own.,3,,P16,repeat,clone,7
10,1,1. I am in control of what my avatar says,4,,P16,enhance,clone,9
10,2,2. My avatar is just an instrument in the hands of somebody or something else,5,,P16,enhance,clone,9
10,3,3. My avatar's speech just happen without my intention,5,,P16,enhance,clone,9
10,4,4. I am the author of my avatar's speech,3,,P16,enhance,clone,9
10,5,5. Things my avatar says are subject only to my free will,5,,P16,enhance,clone,9
10,6,6. Nothing my avatar says is actually voluntary,5,,P16,enhance,clone,9
10,7,7. My avatar's behavior is planned by me from the very beginning to the very end,5,,P16,enhance,clone,9
10,8,8. I am completely responsible for everything that results from my avatar's speech,2,,P16,enhance,clone,9
10,9,9. I would use this response as my own.,3,,P16,enhance,clone,9
11,1,1. I am in control of what my avatar says,2,,P16,counter,clone,11
11,2,2. My avatar is just an instrument in the hands of somebody or something else,3,,P16,counter,clone,11
11,3,3. My avatar's speech just happen without my intention,7,,P16,counter,clone,11
11,4,4. I am the author of my avatar's speech,2,,P16,counter,clone,11
11,5,5. Things my avatar says are subject only to my free will,2,,P16,counter,clone,11
11,6,6. Nothing my avatar says is actually voluntary,3,,P16,counter,clone,11
11,7,7. My avatar's behavior is planned by me from the very beginning to the very end,2,,P16,counter,clone,11
11,8,8. I am completely responsible for everything that results from my avatar's speech,3,,P16,counter,clone,11
11,9,9. I would use this response as my own.,2,,P16,counter,clone,11
12,1,1. I am in control of what my avatar says,1,,P16,repeat,clone,1
12,2,2. My avatar is just an instrument in the hands of somebody or something else,3,,P16,repeat,clone,1
12,3,3. My avatar's speech just happen without my intention,7,,P16,repeat,clone,1
12,4,4. I am the author of my avatar's speech,1,,P16,repeat,clone,1
12,5,5. Things my avatar says are subject only to my free will,2,,P16,repeat,clone,1
12,6,6. Nothing my avatar says is actually voluntary,2,,P16,repeat,clone,1
12,7,7. My avatar's behavior is planned by me from the very beginning to the very end,1,,P16,repeat,clone,1
12,8,8. I am completely responsible for everything that results from my avatar's speech,1,,P16,repeat,clone,1
12,9,9. I would use this response as my own.,1,,P16,repeat,clone,1
1,1,1. I am in control of what my avatar says,3,,P18,enhance,robotic,6
1,2,2. My avatar is just an instrument in the hands of somebody or something else,5,,P18,enhance,robotic,6
1,3,3. My avatar's speech just happen without my intention,5,,P18,enhance,robotic,6
1,4,4. I am the author of my avatar's speech,1,,P18,enhance,robotic,6
1,5,5. Things my avatar says are subject only to my free will,3,,P18,enhance,robotic,6
1,6,6. Nothing my avatar says is actually voluntary,3,,P18,enhance,robotic,6
1,7,7. My avatar's behavior is planned by me from the very beginning to the very end,3,,P18,enhance,robotic,6
1,8,8. I am completely responsible for everything that results from my avatar's speech,5,,P18,enhance,robotic,6
1,9,9. I would use this response as my own.,7,,P18,enhance,robotic,6
2,1,1. I am in control of what my avatar says,5,,P18,repeat,robotic,8
2,2,2. My avatar is just an instrument in the hands of somebody or something else,5,,P18,repeat,robotic,8
2,3,3. My avatar's speech just happen without my intention,6,,P18,repeat,robotic,8
2,4,4. I am the author of my avatar's speech,5,,P18,repeat,robotic,8
2,5,5. Things my avatar says are subject only to my free will,3,,P18,repeat,robotic,8
2,6,6. Nothing my avatar says is actually voluntary,2,,P18,repeat,robotic,8
2,7,7. My avatar's behavior is planned by me from the very beginning to the very end,1,,P18,repeat,robotic,8
2,8,8. I am completely responsible for everything that results from my avatar's speech,5,,P18,repeat,robotic,8
2,9,9. I would use this response as my own.,6,,P18,repeat,robotic,8
3,1,1. I am in control of what my avatar says,1,,P18,counter,robotic,10
3,2,2. My avatar is just an instrument in the hands of somebody or something else,7,,P18,counter,robotic,10
3,3,3. My avatar's speech just happen without my intention,7,,P18,counter,robotic,10
3,4,4. I am the author of my avatar's speech,1,,P18,counter,robotic,10
3,5,5. Things my avatar says are subject only to my free will,1,,P18,counter,robotic,10
3,6,6. Nothing my avatar says is actually voluntary,6,,P18,counter,robotic,10
3,7,7. My avatar's behavior is planned by me from the very beginning to the very end,1,,P18,counter,robotic,10
3,8,8. I am completely responsible for everything that results from my avatar's speech,1,,P18,counter,robotic,10
3,9,9. I would use this response as my own.,2,,P18,counter,robotic,10
4,1,1. I am in control of what my avatar says,1,,P18,enhance,robotic,12
4,2,2. My avatar is just an instrument in the hands of somebody or something else,7,,P18,enhance,robotic,12
4,3,3. My avatar's speech just happen without my intention,7,,P18,enhance,robotic,12
4,4,4. I am the author of my avatar's speech,1,,P18,enhance,robotic,12
4,5,5. Things my avatar says are subject only to my free will,1,,P18,enhance,robotic,12
4,6,6. Nothing my avatar says is actually voluntary,2,,P18,enhance,robotic,12
4,7,7. My avatar's behavior is planned by me from the very beginning to the very end,1,,P18,enhance,robotic,12
4,8,8. I am completely responsible for everything that results from my avatar's speech,1,,P18,enhance,robotic,12
4,9,9. I would use this response as my own.,2,,P18,enhance,robotic,12
5,1,1. I am in control of what my avatar says,5,,P18,repeat,robotic,2
5,2,2. My avatar is just an instrument in the hands of somebody or something else,5,,P18,repeat,robotic,2
5,3,3. My avatar's speech just happen without my intention,7,,P18,repeat,robotic,2
5,4,4. I am the author of my avatar's speech,5,,P18,repeat,robotic,2
5,5,5. Things my avatar says are subject only to my free will,5,,P18,repeat,robotic,2
5,6,6. Nothing my avatar says is actually voluntary,4,,P18,repeat,robotic,2
5,7,7. My avatar's behavior is planned by me from the very beginning to the very end,4,,P18,repeat,robotic,2
5,8,8. I am completely responsible for everything that results from my avatar's speech,5,,P18,repeat,robotic,2
5,9,9. I would use this response as my own.,7,,P18,repeat,robotic,2
6,1,1. I am in control of what my avatar says,1,,P18,counter,robotic,4
6,2,2. My avatar is just an instrument in the hands of somebody or something else,7,,P18,counter,robotic,4
6,3,3. My avatar's speech just happen without my intention,7,,P18,counter,robotic,4
6,4,4. I am the author of my avatar's speech,1,,P18,counter,robotic,4
6,5,5. Things my avatar says are subject only to my free will,1,,P18,counter,robotic,4
6,6,6. Nothing my avatar says is actually voluntary,7,,P18,counter,robotic,4
6,7,7. My avatar's behavior is planned by me from the very beginning to the very end,1,,P18,counter,robotic,4
6,8,8. I am completely responsible for everything that results from my avatar's speech,1,,P18,counter,robotic,4
6,9,9. I would use this response as my own.,1,,P18,counter,robotic,4
7,1,1. I am in control of what my avatar says,2,,P18,counter,clone,5
7,2,2. My avatar is just an instrument in the hands of somebody or something else,3,,P18,counter,clone,5
7,3,3. My avatar's speech just happen without my intention,3,,P18,counter,clone,5
7,4,4. I am the author of my avatar's speech,3,,P18,counter,clone,5
7,5,5. Things my avatar says are subject only to my free will,3,,P18,counter,clone,5
7,6,6. Nothing my avatar says is actually voluntary,5,,P18,counter,clone,5
7,7,7. My avatar's behavior is planned by me from the very beginning to the very end,2,,P18,counter,clone,5
7,8,8. I am completely responsible for everything that results from my avatar's speech,3,,P18,counter,clone,5
7,9,9. I would use this response as my own.,4,,P18,counter,clone,5
8,1,1. I am in control of what my avatar says,3,,P18,repeat,clone,7
8,2,2. My avatar is just an instrument in the hands of somebody or something else,2,,P18,repeat,clone,7
8,3,3. My avatar's speech just happen without my intention,3,,P18,repeat,clone,7
8,4,4. I am the author of my avatar's speech,7,,P18,repeat,clone,7
8,5,5. Things my avatar says are subject only to my free will,6,,P18,repeat,clone,7
8,6,6. Nothing my avatar says is actually voluntary,3,,P18,repeat,clone,7
8,7,7. My avatar's behavior is planned by me from the very beginning to the very end,2,,P18,repeat,clone,7
8,8,8. I am completely responsible for everything that results from my avatar's speech,6,,P18,repeat,clone,7
8,9,9. I would use this response as my own.,8,,P18,repeat,clone,7
9,1,1. I am in control of what my avatar says,5,,P18,enhance,clone,9
9,2,2. My avatar is just an instrument in the hands of somebody or something else,3,,P18,enhance,clone,9
9,3,3. My avatar's speech just happen without my intention,5,,P18,enhance,clone,9
9,4,4. I am the author of my avatar's speech,5,,P18,enhance,clone,9
9,5,5. Things my avatar says are subject only to my free will,5,,P18,enhance,clone,9
9,6,6. Nothing my avatar says is actually voluntary,2,,P18,enhance,clone,9
9,7,7. My avatar's behavior is planned by me from the very beginning to the very end,2,,P18,enhance,clone,9
9,8,8. I am completely responsible for everything that results from my avatar's speech,5,,P18,enhance,clone,9
9,9,9. I would use this response as my own.,6,,P18,enhance,clone,9
10,1,1. I am in control of what my avatar says,1,,P18,counter,clone,11
10,2,2. My avatar is just an instrument in the hands of somebody or something else,5,,P18,counter,clone,11
10,3,3. My avatar's speech just happen without my intention,7,,P18,counter,clone,11
10,4,4. I am the author of my avatar's speech,1,,P18,counter,clone,11
10,5,5. Things my avatar says are subject only to my free will,1,,P18,counter,clone,11
10,6,6. Nothing my avatar says is actually voluntary,5,,P18,counter,clone,11
10,7,7. My avatar's behavior is planned by me from the very beginning to the very end,3,,P18,counter,clone,11
10,8,8. I am completely responsible for everything that results from my avatar's speech,2,,P18,counter,clone,11
10,9,9. I would use this response as my own.,3,,P18,counter,clone,11
11,1,1. I am in control of what my avatar says,5,,P18,repeat,clone,1
11,2,2. My avatar is just an instrument in the hands of somebody or something else,3,,P18,repeat,clone,1
11,3,3. My avatar's speech just happen without my intention,3,,P18,repeat,clone,1
