participant_id,section,index,question,answer,pp,AI_literacy
P18,2-2,34,I can control my euphoria that arises when I use artificial intelligence for everyday purposes.,5,P18,5.0
P11,2-2,1,I can operate AI applications in everyday life.,4,P27,4.0
P11,2-2,2,I can use AI applications to make my everyday life easier.,6,P27,6.0
P11,2-2,3,I can use artificial intelligence meaningfully to achieve my everyday goals.,7-strongly agree,P27,7.0
P11,2-2,4,In everyday life I can interact with AI in a way that makes my tasks easier.,6,P27,6.0
P11,2-2,5,In everyday life I can work together gainfully with an artificial intelligence.,5,P27,5.0
P11,2-2,6,I can communicate gainfully with artificial intelligence in everyday life.,5,P27,5.0
P11,2-2,7,I know the most important concepts of the topic artificial intelligence.,3,P27,3.0
P11,2-2,8,I know definitions of artificial intelligence.,5,P27,5.0
P11,2-2,9,I can assess what the limitations and opportunities of using an AI are.,5,P27,5.0
P11,2-2,10,I can assess what advantages and disadvantages the use of an artificial intelligence entails.,5,P27,5.0
P11,2-2,11,I can think of new uses for AI.,5,P27,5.0
P11,2-2,12,I can imagine possible future uses of AI.,7-strongly agree,P27,7.0
P11,2-2,13,I can tell if I am dealing with an application based on artificial intelligence.,3,P27,3.0
P11,2-2,14,I can distinguish devices that use AI from devices that do not.,3,P27,3.0
P11,2-2,15,I can distinguish if I interact with an AI or a real human.,6,P27,6.0
P11,2-2,16,I can weigh the consequences of using AI for society.,4,P27,4.0
P11,2-2,17,I can incorporate ethical considerations when deciding whether to use data provided by an AI.,4,P27,4.0
P11,2-2,18,I can analyze AI-based applications for their ethical implications.,6,P27,6.0
P11,2-2,19,I can design new AI applications.,7-strongly agree,P27,7.0
P11,2-2,20,I can program new applications in the field of artificial intelligence.,6,P27,6.0
P11,2-2,21,I can develop new AI applications.,3,P27,3.0
P11,2-2,22,I can select useful tools (e.g. frameworks / programming languages) to program an AI.,3,P27,3.0
P11,2-2,23,I can rely on my skills in difficult situations when using AI.,3,P27,3.0
P11,2-2,24,I can handle most problems in dealing with artificial intelligence well on my own.,4,P27,4.0
P11,2-2,25,I can usually solve strenuous and complicated tasks when working with artificial intelligence well.,4,P27,4.0
P11,2-2,26,I can keep up with the latest innovations in AI applications.,1-strongly disagree,P27,1.0
P11,2-2,27,Despite rapid changes in artificial intelligence I can always keep up to date.,1-strongly disagree,P27,1.0
P11,2-2,28,Although there are often new AI applications I manage to always be up to date.,1-strongly disagree,P27,1.0
P11,2-2,29,I do not let AI influence me in my everyday decisions.,5,P27,5.0
P11,2-2,30,I can prevent an AI from influencing me in my everyday decisions.,3,P27,3.0
P11,2-2,31,I realize if artificial intelligence is influencing me in my everyday decisions.,7-strongly agree,P27,7.0
P11,2-2,32,I keep control over feelings like frustration and anxiety while doing everyday things with AI.,7-strongly agree,P27,7.0
P11,2-2,33,I can handle it when everyday interactions with AI frustrate or frighten me.,5,P27,5.0
P11,2-2,34,I can control my euphoria that arises when I use artificial intelligence for everyday purposes.,4,P27,4.0
P05,2-2,1,I can operate AI applications in everyday life.,7-strongly agree,P05,7.0
P05,2-2,2,I can use AI applications to make my everyday life easier.,7-strongly agree,P05,7.0
P05,2-2,3,I can use artificial intelligence meaningfully to achieve my everyday goals.,7-strongly agree,P05,7.0
P05,2-2,4,In everyday life I can interact with AI in a way that makes my tasks easier.,7-strongly agree,P05,7.0
P05,2-2,5,In everyday life I can work together gainfully with an artificial intelligence.,7-strongly agree,P05,7.0
P05,2-2,6,I can communicate gainfully with artificial intelligence in everyday life.,7-strongly agree,P05,7.0
P05,2-2,7,I know the most important concepts of the topic artificial intelligence.,4,P05,4.0
P05,2-2,8,I know definitions of artificial intelligence.,5,P05,5.0
P05,2-2,9,I can assess what the limitations and opportunities of using an AI are.,7-strongly agree,P05,7.0
P05,2-2,10,I can assess what advantages and disadvantages the use of an artificial intelligence entails.,7-strongly agree,P05,7.0
P05,2-2,11,I can think of new uses for AI.,7-strongly agree,P05,7.0
P05,2-2,12,I can imagine possible future uses of AI.,7-strongly agree,P05,7.0
P05,2-2,13,I can tell if I am dealing with an application based on artificial intelligence.,5,P05,5.0
P05,2-2,14,I can distinguish devices that use AI from devices that do not.,5,P05,5.0
P05,2-2,15,I can distinguish if I interact with an AI or a real human.,4,P05,4.0
P05,2-2,16,I can weigh the consequences of using AI for society.,7-strongly agree,P05,7.0
P05,2-2,17,I can incorporate ethical considerations when deciding whether to use data provided by an AI.,7-strongly agree,P05,7.0
P05,2-2,18,I can analyze AI-based applications for their ethical implications.,7-strongly agree,P05,7.0
P05,2-2,19,I can design new AI applications.,7-strongly agree,P05,7.0
P05,2-2,20,I can program new applications in the field of artificial intelligence.,7-strongly agree,P05,7.0
P05,2-2,21,I can develop new AI applications.,7-strongly agree,P05,7.0
P05,2-2,22,I can select useful tools (e.g. frameworks / programming languages) to program an AI.,7-strongly agree,P05,7.0
P05,2-2,23,I can rely on my skills in difficult situations when using AI.,7-strongly agree,P05,7.0
P05,2-2,24,I can handle most problems in dealing with artificial intelligence well on my own.,7-strongly agree,P05,7.0
P05,2-2,25,I can usually solve strenuous and complicated tasks when working with artificial intelligence well.,7-strongly agree,P05,7.0
P05,2-2,26,I can keep up with the latest innovations in AI applications.,5,P05,5.0
P05,2-2,27,Despite rapid changes in artificial intelligence I can always keep up to date.,5,P05,5.0
P05,2-2,28,Although there are often new AI applications I manage to always be up to date.,5,P05,5.0
P05,2-2,29,I do not let AI influence me in my everyday decisions.,5,P05,5.0
P05,2-2,30,I can prevent an AI from influencing me in my everyday decisions.,7-strongly agree,P05,7.0
P05,2-2,31,I realize if artificial intelligence is influencing me in my everyday decisions.,5,P05,5.0
P05,2-2,32,I keep control over feelings like frustration and anxiety while doing everyday things with AI.,7-strongly agree,P05,7.0
P05,2-2,33,I can handle it when everyday interactions with AI frustrate or frighten me.,7-strongly agree,P05,7.0
P05,2-2,34,I can control my euphoria that arises when I use artificial intelligence for everyday purposes.,7-strongly agree,P05,7.0
P02,2-2,1,I can operate AI applications in everyday life.,5,P02,5.0
P02,2-2,2,I can use AI applications to make my everyday life easier.,7-strongly agree,P02,7.0
P02,2-2,3,I can use artificial intelligence meaningfully to achieve my everyday goals.,5,P02,5.0
P02,2-2,4,In everyday life I can interact with AI in a way that makes my tasks easier.,7-strongly agree,P02,7.0
P02,2-2,5,In everyday life I can work together gainfully with an artificial intelligence.,5,P02,5.0
P02,2-2,6,I can communicate gainfully with artificial intelligence in everyday life.,5,P02,5.0
P02,2-2,7,I know the most important concepts of the topic artificial intelligence.,5,P02,5.0
P02,2-2,8,I know definitions of artificial intelligence.,5,P02,5.0
P02,2-2,9,I can assess what the limitations and opportunities of using an AI are.,5,P02,5.0
P02,2-2,10,I can assess what advantages and disadvantages the use of an artificial intelligence entails.,2,P02,2.0
P02,2-2,11,I can think of new uses for AI.,6,P02,6.0
P02,2-2,12,I can imagine possible future uses of AI.,6,P02,6.0
P02,2-2,13,I can tell if I am dealing with an application based on artificial intelligence.,6,P02,6.0
P02,2-2,14,I can distinguish devices that use AI from devices that do not.,6,P02,6.0
P02,2-2,15,I can distinguish if I interact with an AI or a real human.,3,P02,3.0
P02,2-2,16,I can weigh the consequences of using AI for society.,6,P02,6.0
P02,2-2,17,I can incorporate ethical considerations when deciding whether to use data provided by an AI.,5,P02,5.0
P02,2-2,18,I can analyze AI-based applications for their ethical implications.,5,P02,5.0
P02,2-2,19,I can design new AI applications.,2,P02,2.0
P02,2-2,20,I can program new applications in the field of artificial intelligence.,2,P02,2.0
P02,2-2,21,I can develop new AI applications.,3,P02,3.0
P02,2-2,22,I can select useful tools (e.g. frameworks / programming languages) to program an AI.,5,P02,5.0
P02,2-2,23,I can rely on my skills in difficult situations when using AI.,4,P02,4.0
P02,2-2,24,I can handle most problems in dealing with artificial intelligence well on my own.,6,P02,6.0
P02,2-2,25,I can usually solve strenuous and complicated tasks when working with artificial intelligence well.,6,P02,6.0
P02,2-2,26,I can keep up with the latest innovations in AI applications.,3,P02,3.0
P02,2-2,27,Despite rapid changes in artificial intelligence I can always keep up to date.,2,P02,2.0
P02,2-2,28,Although there are often new AI applications I manage to always be up to date.,2,P02,2.0
P02,2-2,29,I do not let AI influence me in my everyday decisions.,2,P02,2.0
P02,2-2,30,I can prevent an AI from influencing me in my everyday decisions.,3,P02,3.0
P02,2-2,31,I realize if artificial intelligence is influencing me in my everyday decisions.,5,P02,5.0
P02,2-2,32,I keep control over feelings like frustration and anxiety while doing everyday things with AI.,3,P02,3.0
P02,2-2,33,I can handle it when everyday interactions with AI frustrate or frighten me.,5,P02,5.0
P02,2-2,34,I can control my euphoria that arises when I use artificial intelligence for everyday purposes.,4,P02,4.0
P03,2-2,1,I can operate AI applications in everyday life.,7-strongly agree,P03,7.0
P03,2-2,2,I can use AI applications to make my everyday life easier.,7-strongly agree,P03,7.0
P03,2-2,3,I can use artificial intelligence meaningfully to achieve my everyday goals.,7-strongly agree,P03,7.0
P03,2-2,4,In everyday life I can interact with AI in a way that makes my tasks easier.,7-strongly agree,P03,7.0
P03,2-2,5,In everyday life I can work together gainfully with an artificial intelligence.,7-strongly agree,P03,7.0
P03,2-2,6,I can communicate gainfully with artificial intelligence in everyday life.,7-strongly agree,P03,7.0
P03,2-2,7,I know the most important concepts of the topic artificial intelligence.,4,P03,4.0
P03,2-2,8,I know definitions of artificial intelligence.,5,P03,5.0
P03,2-2,9,I can assess what the limitations and opportunities of using an AI are.,6,P03,6.0
P03,2-2,10,I can assess what advantages and disadvantages the use of an artificial intelligence entails.,6,P03,6.0
P03,2-2,11,I can think of new uses for AI.,3,P03,3.0
P03,2-2,12,I can imagine possible future uses of AI.,5,P03,5.0
P03,2-2,13,I can tell if I am dealing with an application based on artificial intelligence.,4,P03,4.0
P03,2-2,14,I can distinguish devices that use AI from devices that do not.,3,P03,3.0
P03,2-2,15,I can distinguish if I interact with an AI or a real human.,4,P03,4.0
P03,2-2,16,I can weigh the consequences of using AI for society.,4,P03,4.0
P03,2-2,17,I can incorporate ethical considerations when deciding whether to use data provided by an AI.,6,P03,6.0
P03,2-2,18,I can analyze AI-based applications for their ethical implications.,6,P03,6.0
P03,2-2,19,I can design new AI applications.,1-strongly disagree,P03,1.0
P03,2-2,20,I can program new applications in the field of artificial intelligence.,1-strongly disagree,P03,1.0
P03,2-2,21,I can develop new AI applications.,1-strongly disagree,P03,1.0
P03,2-2,22,I can select useful tools (e.g. frameworks / programming languages) to program an AI.,1-strongly disagree,P03,1.0
P03,2-2,23,I can rely on my skills in difficult situations when using AI.,6,P03,6.0
P03,2-2,24,I can handle most problems in dealing with artificial intelligence well on my own.,5,P03,5.0
P03,2-2,25,I can usually solve strenuous and complicated tasks when working with artificial intelligence well.,7-strongly agree,P03,7.0
P03,2-2,26,I can keep up with the latest innovations in AI applications.,5,P03,5.0
P03,2-2,27,Despite rapid changes in artificial intelligence I can always keep up to date.,3,P03,3.0
P03,2-2,28,Although there are often new AI applications I manage to always be up to date.,6,P03,6.0
P03,2-2,29,I do not let AI influence me in my everyday decisions.,7-strongly agree,P03,7.0
P03,2-2,30,I can prevent an AI from influencing me in my everyday decisions.,6,P03,6.0
P03,2-2,31,I realize if artificial intelligence is influencing me in my everyday decisions.,6,P03,6.0
P03,2-2,32,I keep control over feelings like frustration and anxiety while doing everyday things with AI.,7-strongly agree,P03,7.0
P03,2-2,33,I can handle it when everyday interactions with AI frustrate or frighten me.,7-strongly agree,P03,7.0
P03,2-2,34,I can control my euphoria that arises when I use artificial intelligence for everyday purposes.,7-strongly agree,P03,7.0
P04,2-2,1,I can operate AI applications in everyday life.,6,P04,6.0
P04,2-2,2,I can use AI applications to make my everyday life easier.,7-strongly agree,P04,7.0
P04,2-2,3,I can use artificial intelligence meaningfully to achieve my everyday goals.,6,P04,6.0
P04,2-2,4,In everyday life I can interact with AI in a way that makes my tasks easier.,6,P04,6.0
P04,2-2,5,In everyday life I can work together gainfully with an artificial intelligence.,6,P04,6.0
P04,2-2,6,I can communicate gainfully with artificial intelligence in everyday life.,6,P04,6.0
P04,2-2,7,I know the most important concepts of the topic artificial intelligence.,6,P04,6.0
P04,2-2,8,I know definitions of artificial intelligence.,6,P04,6.0
P04,2-2,9,I can assess what the limitations and opportunities of using an AI are.,6,P04,6.0
P04,2-2,10,I can assess what advantages and disadvantages the use of an artificial intelligence entails.,6,P04,6.0
P04,2-2,11,I can think of new uses for AI.,4,P04,4.0
P04,2-2,12,I can imagine possible future uses of AI.,6,P04,6.0
P04,2-2,13,I can tell if I am dealing with an application based on artificial intelligence.,2,P04,2.0
P04,2-2,14,I can distinguish devices that use AI from devices that do not.,2,P04,2.0
P04,2-2,15,I can distinguish if I interact with an AI or a real human.,3,P04,3.0
P04,2-2,16,I can weigh the consequences of using AI for society.,4,P04,4.0
P04,2-2,17,I can incorporate ethical considerations when deciding whether to use data provided by an AI.,6,P04,6.0
P04,2-2,18,I can analyze AI-based applications for their ethical implications.,5,P04,5.0
P04,2-2,19,I can design new AI applications.,3,P04,3.0
P04,2-2,20,I can program new applications in the field of artificial intelligence.,2,P04,2.0
P04,2-2,21,I can develop new AI applications.,2,P04,2.0
P04,2-2,22,I can select useful tools (e.g. frameworks / programming languages) to program an AI.,5,P04,5.0
P04,2-2,23,I can rely on my skills in difficult situations when using AI.,5,P04,5.0
P04,2-2,24,I can handle most problems in dealing with artificial intelligence well on my own.,5,P04,5.0
P04,2-2,25,I can usually solve strenuous and complicated tasks when working with artificial intelligence well.,5,P04,5.0
P04,2-2,26,I can keep up with the latest innovations in AI applications.,5,P04,5.0
P04,2-2,27,Despite rapid changes in artificial intelligence I can always keep up to date.,5,P04,5.0
P04,2-2,28,Although there are often new AI applications I manage to always be up to date.,5,P04,5.0
P04,2-2,29,I do not let AI influence me in my everyday decisions.,3,P04,3.0
P04,2-2,30,I can prevent an AI from influencing me in my everyday decisions.,2,P04,2.0
P04,2-2,31,I realize if artificial intelligence is influencing me in my everyday decisions.,5,P04,5.0
P04,2-2,32,I keep control over feelings like frustration and anxiety while doing everyday things with AI.,6,P04,6.0
P04,2-2,33,I can handle it when everyday interactions with AI frustrate or frighten me.,6,P04,6.0
P04,2-2,34,I can control my euphoria that arises when I use artificial intelligence for everyday purposes.,5,P04,5.0
P22,2-2,1,I can operate AI applications in everyday life.,5,P22,5.0
P22,2-2,2,I can use AI applications to make my everyday life easier.,4,P22,4.0
P22,2-2,3,I can use artificial intelligence meaningfully to achieve my everyday goals.,5,P22,5.0
P22,2-2,4,In everyday life I can interact with AI in a way that makes my tasks easier.,4,P22,4.0
P22,2-2,5,In everyday life I can work together gainfully with an artificial intelligence.,4,P22,4.0
P22,2-2,6,I can communicate gainfully with artificial intelligence in everyday life.,4,P22,4.0
P22,2-2,7,I know the most important concepts of the topic artificial intelligence.,5,P22,5.0
P22,2-2,8,I know definitions of artificial intelligence.,5,P22,5.0
P22,2-2,9,I can assess what the limitations and opportunities of using an AI are.,6,P22,6.0
P22,2-2,10,I can assess what advantages and disadvantages the use of an artificial intelligence entails.,5,P22,5.0
P22,2-2,11,I can think of new uses for AI.,3,P22,3.0
P22,2-2,12,I can imagine possible future uses of AI.,3,P22,3.0
P22,2-2,13,I can tell if I am dealing with an application based on artificial intelligence.,5,P22,5.0
P22,2-2,14,I can distinguish devices that use AI from devices that do not.,5,P22,5.0
P22,2-2,15,I can distinguish if I interact with an AI or a real human.,4,P22,4.0
P22,2-2,16,I can weigh the consequences of using AI for society.,5,P22,5.0
P22,2-2,17,I can incorporate ethical considerations when deciding whether to use data provided by an AI.,5,P22,5.0
P22,2-2,18,I can analyze AI-based applications for their ethical implications.,4,P22,4.0
P22,2-2,19,I can design new AI applications.,3,P22,3.0
P22,2-2,20,I can program new applications in the field of artificial intelligence.,3,P22,3.0
P22,2-2,21,I can develop new AI applications.,3,P22,3.0
P22,2-2,22,I can select useful tools (e.g. frameworks / programming languages) to program an AI.,3,P22,3.0
P22,2-2,23,I can rely on my skills in difficult situations when using AI.,4,P22,4.0
P22,2-2,24,I can handle most problems in dealing with artificial intelligence well on my own.,5,P22,5.0
P22,2-2,25,I can usually solve strenuous and complicated tasks when working with artificial intelligence well.,5,P22,5.0
P22,2-2,26,I can keep up with the latest innovations in AI applications.,3,P22,3.0
P22,2-2,27,Despite rapid changes in artificial intelligence I can always keep up to date.,3,P22,3.0
P22,2-2,28,Although there are often new AI applications I manage to always be up to date.,3,P22,3.0
P22,2-2,29,I do not let AI influence me in my everyday decisions.,5,P22,5.0
P22,2-2,30,I can prevent an AI from influencing me in my everyday decisions.,5,P22,5.0
P22,2-2,31,I realize if artificial intelligence is influencing me in my everyday decisions.,5,P22,5.0
P22,2-2,32,I keep control over feelings like frustration and anxiety while doing everyday things with AI.,4,P22,4.0
P22,2-2,33,I can handle it when everyday interactions with AI frustrate or frighten me.,4,P22,4.0
P22,2-2,34,I can control my euphoria that arises when I use artificial intelligence for everyday purposes.,6,P22,6.0
P25,2-2,1,I can operate AI applications in everyday life.,7-strongly agree,P25,7.0
P25,2-2,2,I can use AI applications to make my everyday life easier.,7-strongly agree,P25,7.0
P25,2-2,3,I can use artificial intelligence meaningfully to achieve my everyday goals.,7-strongly agree,P25,7.0
P25,2-2,4,In everyday life I can interact with AI in a way that makes my tasks easier.,7-strongly agree,P25,7.0
P25,2-2,5,In everyday life I can work together gainfully with an artificial intelligence.,7-strongly agree,P25,7.0
P25,2-2,6,I can communicate gainfully with artificial intelligence in everyday life.,7-strongly agree,P25,7.0
P25,2-2,7,I know the most important concepts of the topic artificial intelligence.,7-strongly agree,P25,7.0
P25,2-2,8,I know definitions of artificial intelligence.,7-strongly agree,P25,7.0
P25,2-2,9,I can assess what the limitations and opportunities of using an AI are.,7-strongly agree,P25,7.0
P25,2-2,10,I can assess what advantages and disadvantages the use of an artificial intelligence entails.,7-strongly agree,P25,7.0
P25,2-2,11,I can think of new uses for AI.,5,P25,5.0
P25,2-2,12,I can imagine possible future uses of AI.,5,P25,5.0
P25,2-2,13,I can tell if I am dealing with an application based on artificial intelligence.,6,P25,6.0
P25,2-2,14,I can distinguish devices that use AI from devices that do not.,5,P25,5.0
P25,2-2,15,I can distinguish if I interact with an AI or a real human.,6,P25,6.0
P25,2-2,16,I can weigh the consequences of using AI for society.,5,P25,5.0
P25,2-2,17,I can incorporate ethical considerations when deciding whether to use data provided by an AI.,6,P25,6.0
P25,2-2,18,I can analyze AI-based applications for their ethical implications.,5,P25,5.0
P25,2-2,19,I can design new AI applications.,5,P25,5.0
P25,2-2,20,I can program new applications in the field of artificial intelligence.,5,P25,5.0
P25,2-2,21,I can develop new AI applications.,4,P25,4.0
P25,2-2,22,I can select useful tools (e.g. frameworks / programming languages) to program an AI.,6,P25,6.0
P25,2-2,23,I can rely on my skills in difficult situations when using AI.,7-strongly agree,P25,7.0
P25,2-2,24,I can handle most problems in dealing with artificial intelligence well on my own.,6,P25,6.0
P25,2-2,25,I can usually solve strenuous and complicated tasks when working with artificial intelligence well.,6,P25,6.0
P25,2-2,26,I can keep up with the latest innovations in AI applications.,5,P25,5.0
P25,2-2,27,Despite rapid changes in artificial intelligence I can always keep up to date.,3,P25,3.0
P25,2-2,28,Although there are often new AI applications I manage to always be up to date.,3,P25,3.0
P25,2-2,29,I do not let AI influence me in my everyday decisions.,4,P25,4.0
P25,2-2,30,I can prevent an AI from influencing me in my everyday decisions.,3,P25,3.0
P25,2-2,31,I realize if artificial intelligence is influencing me in my everyday decisions.,6,P25,6.0
P25,2-2,32,I keep control over feelings like frustration and anxiety while doing everyday things with AI.,5,P25,5.0
P25,2-2,33,I can handle it when everyday interactions with AI frustrate or frighten me.,6,P25,6.0
P25,2-2,34,I can control my euphoria that arises when I use artificial intelligence for everyday purposes.,7-strongly agree,P25,7.0
P13,2-2,1,I can operate AI applications in everyday life.,5,P13,5.0
P13,2-2,2,I can use AI applications to make my everyday life easier.,6,P13,6.0
P13,2-2,3,I can use artificial intelligence meaningfully to achieve my everyday goals.,2,P13,2.0
P13,2-2,4,In everyday life I can interact with AI in a way that makes my tasks easier.,7-strongly agree,P13,7.0
P13,2-2,5,In everyday life I can work together gainfully with an artificial intelligence.,6,P13,6.0
P13,2-2,6,I can communicate gainfully with artificial intelligence in everyday life.,2,P13,2.0
P13,2-2,7,I know the most important concepts of the topic artificial intelligence.,5,P13,5.0
P13,2-2,8,I know definitions of artificial intelligence.,5,P13,5.0
P13,2-2,9,I can assess what the limitations and opportunities of using an AI are.,5,P13,5.0
P13,2-2,10,I can assess what advantages and disadvantages the use of an artificial intelligence entails.,5,P13,5.0
P13,2-2,11,I can think of new uses for AI.,4,P13,4.0
P13,2-2,12,I can imagine possible future uses of AI.,6,P13,6.0
P13,2-2,13,I can tell if I am dealing with an application based on artificial intelligence.,6,P13,6.0
P13,2-2,14,I can distinguish devices that use AI from devices that do not.,5,P13,5.0
P13,2-2,15,I can distinguish if I interact with an AI or a real human.,7-strongly agree,P13,7.0
P13,2-2,16,I can weigh the consequences of using AI for society.,4,P13,4.0
P13,2-2,17,I can incorporate ethical considerations when deciding whether to use data provided by an AI.,6,P13,6.0
P13,2-2,18,I can analyze AI-based applications for their ethical implications.,5,P13,5.0
P13,2-2,19,I can design new AI applications.,7-strongly agree,P13,7.0
P13,2-2,20,I can program new applications in the field of artificial intelligence.,7-strongly agree,P13,7.0
P13,2-2,21,I can develop new AI applications.,7-strongly agree,P13,7.0
P13,2-2,22,I can select useful tools (e.g. frameworks / programming languages) to program an AI.,7-strongly agree,P13,7.0
P13,2-2,23,I can rely on my skills in difficult situations when using AI.,7-strongly agree,P13,7.0
P13,2-2,24,I can handle most problems in dealing with artificial intelligence well on my own.,7-strongly agree,P13,7.0
P13,2-2,25,I can usually solve strenuous and complicated tasks when working with artificial intelligence well.,6,P13,6.0
P13,2-2,26,I can keep up with the latest innovations in AI applications.,2,P13,2.0
P13,2-2,27,Despite rapid changes in artificial intelligence I can always keep up to date.,2,P13,2.0
P13,2-2,28,Although there are often new AI applications I manage to always be up to date.,2,P13,2.0
P13,2-2,29,I do not let AI influence me in my everyday decisions.,7-strongly agree,P13,7.0
P13,2-2,30,I can prevent an AI from influencing me in my everyday decisions.,7-strongly agree,P13,7.0
P13,2-2,31,I realize if artificial intelligence is influencing me in my everyday decisions.,7-strongly agree,P13,7.0
P13,2-2,32,I keep control over feelings like frustration and anxiety while doing everyday things with AI.,7-strongly agree,P13,7.0
P13,2-2,33,I can handle it when everyday interactions with AI frustrate or frighten me.,7-strongly agree,P13,7.0
P13,2-2,34,I can control my euphoria that arises when I use artificial intelligence for everyday purposes.,7-strongly agree,P13,7.0
P14,2-2,1,I can operate AI applications in everyday life.,7-strongly agree,P14,7.0
P14,2-2,2,I can use AI applications to make my everyday life easier.,6,P14,6.0
P14,2-2,3,I can use artificial intelligence meaningfully to achieve my everyday goals.,7-strongly agree,P14,7.0
P14,2-2,4,In everyday life I can interact with AI in a way that makes my tasks easier.,7-strongly agree,P14,7.0
P14,2-2,5,In everyday life I can work together gainfully with an artificial intelligence.,7-strongly agree,P14,7.0
P14,2-2,6,I can communicate gainfully with artificial intelligence in everyday life.,7-strongly agree,P14,7.0
P14,2-2,7,I know the most important concepts of the topic artificial intelligence.,7-strongly agree,P14,7.0
P14,2-2,8,I know definitions of artificial intelligence.,7-strongly agree,P14,7.0
P14,2-2,9,I can assess what the limitations and opportunities of using an AI are.,7-strongly agree,P14,7.0
P14,2-2,10,I can assess what advantages and disadvantages the use of an artificial intelligence entails.,7-strongly agree,P14,7.0
P14,2-2,11,I can think of new uses for AI.,5,P14,5.0
P14,2-2,12,I can imagine possible future uses of AI.,6,P14,6.0
P14,2-2,13,I can tell if I am dealing with an application based on artificial intelligence.,7-strongly agree,P14,7.0
P14,2-2,14,I can distinguish devices that use AI from devices that do not.,6,P14,6.0
P14,2-2,15,I can distinguish if I interact with an AI or a real human.,6,P14,6.0
P14,2-2,16,I can weigh the consequences of using AI for society.,7-strongly agree,P14,7.0
P14,2-2,17,I can incorporate ethical considerations when deciding whether to use data provided by an AI.,7-strongly agree,P14,7.0
P14,2-2,18,I can analyze AI-based applications for their ethical implications.,7-strongly agree,P14,7.0
P14,2-2,19,I can design new AI applications.,7-strongly agree,P14,7.0
P14,2-2,20,I can program new applications in the field of artificial intelligence.,7-strongly agree,P14,7.0
P14,2-2,21,I can develop new AI applications.,7-strongly agree,P14,7.0
P14,2-2,22,I can select useful tools (e.g. frameworks / programming languages) to program an AI.,7-strongly agree,P14,7.0
P14,2-2,23,I can rely on my skills in difficult situations when using AI.,4,P14,4.0
P14,2-2,24,I can handle most problems in dealing with artificial intelligence well on my own.,7-strongly agree,P14,7.0
P14,2-2,25,I can usually solve strenuous and complicated tasks when working with artificial intelligence well.,6,P14,6.0
P14,2-2,26,I can keep up with the latest innovations in AI applications.,7-strongly agree,P14,7.0
P14,2-2,27,Despite rapid changes in artificial intelligence I can always keep up to date.,6,P14,6.0
P14,2-2,28,Although there are often new AI applications I manage to always be up to date.,6,P14,6.0
P14,2-2,29,I do not let AI influence me in my everyday decisions.,3,P14,3.0
P14,2-2,30,I can prevent an AI from influencing me in my everyday decisions.,5,P14,5.0
P14,2-2,31,I realize if artificial intelligence is influencing me in my everyday decisions.,5,P14,5.0
P14,2-2,32,I keep control over feelings like frustration and anxiety while doing everyday things with AI.,4,P14,4.0
P14,2-2,33,I can handle it when everyday interactions with AI frustrate or frighten me.,7-strongly agree,P14,7.0
P14,2-2,34,I can control my euphoria that arises when I use artificial intelligence for everyday purposes.,7-strongly agree,P14,7.0
P15,2-2,1,I can operate AI applications in everyday life.,1-strongly disagree,P15,1.0
P15,2-2,2,I can use AI applications to make my everyday life easier.,4,P15,4.0
P15,2-2,3,I can use artificial intelligence meaningfully to achieve my everyday goals.,1-strongly disagree,P15,1.0
P15,2-2,4,In everyday life I can interact with AI in a way that makes my tasks easier.,4,P15,4.0
P15,2-2,5,In everyday life I can work together gainfully with an artificial intelligence.,3,P15,3.0
P15,2-2,6,I can communicate gainfully with artificial intelligence in everyday life.,3,P15,3.0
P15,2-2,7,I know the most important concepts of the topic artificial intelligence.,1-strongly disagree,P15,1.0
P15,2-2,8,I know definitions of artificial intelligence.,1-strongly disagree,P15,1.0
P15,2-2,9,I can assess what the limitations and opportunities of using an AI are.,2,P15,2.0
P15,2-2,10,I can assess what advantages and disadvantages the use of an artificial intelligence entails.,2,P15,2.0
P15,2-2,11,I can think of new uses for AI.,1-strongly disagree,P15,1.0
P15,2-2,12,I can imagine possible future uses of AI.,4,P15,4.0
P15,2-2,13,I can tell if I am dealing with an application based on artificial intelligence.,3,P15,3.0
P15,2-2,14,I can distinguish devices that use AI from devices that do not.,4,P15,4.0
P15,2-2,15,I can distinguish if I interact with an AI or a real human.,5,P15,5.0
P15,2-2,16,I can weigh the consequences of using AI for society.,5,P15,5.0
P15,2-2,17,I can incorporate ethical considerations when deciding whether to use data provided by an AI.,5,P15,5.0
P15,2-2,18,I can analyze AI-based applications for their ethical implications.,4,P15,4.0
P15,2-2,19,I can design new AI applications.,1-strongly disagree,P15,1.0
P15,2-2,20,I can program new applications in the field of artificial intelligence.,1-strongly disagree,P15,1.0
P15,2-2,21,I can develop new AI applications.,1-strongly disagree,P15,1.0
P15,2-2,22,I can select useful tools (e.g. frameworks / programming languages) to program an AI.,3,P15,3.0
P15,2-2,23,I can rely on my skills in difficult situations when using AI.,3,P15,3.0
P15,2-2,24,I can handle most problems in dealing with artificial intelligence well on my own.,4,P15,4.0
P15,2-2,25,I can usually solve strenuous and complicated tasks when working with artificial intelligence well.,3,P15,3.0
P15,2-2,26,I can keep up with the latest innovations in AI applications.,3,P15,3.0
P15,2-2,27,Despite rapid changes in artificial intelligence I can always keep up to date.,2,P15,2.0
P15,2-2,28,Although there are often new AI applications I manage to always be up to date.,2,P15,2.0
